"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.122118470E1,-1.999999955E-2,-3.000000026E-3,-1.400000043E-2
8.122617186E1,-4.500000179E-2,1.200000010E-2,-2.800000086E-2
8.123115924E1,-4.699999839E-2,1.899999939E-2,-2.600000054E-2
8.123614655E1,-3.799999878E-2,3.099999949E-2,-2.899999917E-2
8.124113371E1,-3.799999878E-2,2.400000021E-2,-2.700000070E-2
8.124612110E1,-2.600000054E-2,4.100000113E-2,-1.700000092E-2
8.125110841E1,-1.300000027E-2,3.599999845E-2,-1.200000010E-2
8.125609579E1,-1.799999923E-2,2.700000070E-2,-2.000000095E-3
8.126108294E1,-2.600000054E-2,9.999999776E-3,0.000000000E0
8.126607024E1,-1.899999939E-2,0.000000000E0,-1.700000092E-2
8.127105739E1,4.999999888E-3,-1.400000043E-2,-3.599999845E-2
8.127604477E1,1.200000010E-2,-1.300000027E-2,-2.500000037E-2
8.128103207E1,2.800000086E-2,-1.000000047E-3,-3.500000015E-2
8.128601945E1,2.300000004E-2,4.000000190E-3,-3.599999845E-2
8.129100661E1,3.299999982E-2,3.000000026E-3,-2.000000095E-3
8.129599399E1,2.099999972E-2,9.999999776E-3,4.000000190E-3
8.130098130E1,4.999999888E-3,2.000000095E-3,-4.000000190E-3
8.130596846E1,-8.000000380E-3,0.000000000E0,2.500000037E-2
8.131095584E1,-1.400000043E-2,-4.999999888E-3,2.199999988E-2
8.131594315E1,-2.099999972E-2,-8.000000380E-3,2.000000095E-3
8.132093053E1,-1.899999939E-2,-1.799999923E-2,5.700000003E-2
8.132591770E1,-5.299999937E-2,-1.600000076E-2,5.900000036E-2
8.133090508E1,-9.000000358E-2,-2.400000021E-2,1.099999994E-2
8.133589239E1,-6.400000304E-2,-5.700000003E-2,-5.999999866E-2
8.134087976E1,1.000000047E-3,-6.100000069E-2,-1.049999967E-1
8.134586692E1,7.900000364E-2,-4.100000113E-2,-1.049999967E-1
8.135085423E1,1.400000006E-1,-2.500000037E-2,-9.200000018E-2
8.135584162E1,1.599999964E-1,-3.000000026E-3,-9.000000358E-2
8.136082877E1,1.449999958E-1,-4.000000190E-3,-6.599999964E-2
8.136581615E1,1.099999994E-1,-2.199999988E-2,-4.199999943E-2
8.137080346E1,7.100000232E-2,-3.299999982E-2,-2.899999917E-2
8.137579085E1,5.299999937E-2,-4.600000009E-2,-1.600000076E-2
8.138077800E1,2.099999972E-2,-1.899999939E-2,2.099999972E-2
8.138576531E1,-3.799999878E-2,-3.200000152E-2,5.099999905E-2
8.139075267E1,-8.799999952E-2,-2.600000054E-2,6.599999964E-2
8.139573983E1,-1.180000007E-1,-2.800000086E-2,4.100000113E-2
8.140072721E1,-1.330000013E-1,-4.399999976E-2,5.600000173E-2
8.140571453E1,-1.080000028E-1,-3.099999949E-2,4.300000146E-2
8.141070191E1,-6.899999827E-2,1.000000047E-3,3.999999911E-2
8.141568905E1,-4.899999872E-2,1.799999923E-2,4.100000113E-2
8.142067636E1,-3.900000080E-2,3.400000185E-2,5.600000173E-2
8.142566352E1,-3.099999949E-2,3.599999845E-2,3.900000080E-2
8.143065088E1,-4.000000190E-3,4.600000009E-2,1.899999939E-2
8.143563819E1,-1.300000027E-2,4.100000113E-2,3.999999911E-2
8.144062557E1,-3.099999949E-2,4.600000009E-2,7.199999690E-2
8.144561273E1,-4.600000009E-2,1.400000043E-2,7.100000232E-2
8.145060011E1,1.200000010E-2,-4.000000190E-3,8.200000226E-2
8.145558742E1,-1.600000076E-2,4.199999943E-2,1.959999949E-1
8.146057457E1,-6.100000069E-2,4.899999872E-2,2.430000007E-1
8.146556197E1,-9.099999815E-2,3.500000015E-2,2.109999955E-1
8.147054928E1,-1.030000001E-1,-7.000000216E-3,1.500000060E-1
8.147553642E1,-8.399999887E-2,1.000000047E-3,7.400000095E-2
8.148052381E1,-6.899999827E-2,4.300000146E-2,4.199999943E-2
8.148551111E1,-6.700000167E-2,6.899999827E-2,2.700000070E-2
8.149049849E1,-7.199999690E-2,6.199999899E-2,-2.500000037E-2
8.149548565E1,-5.000000075E-2,5.400000140E-2,-7.699999958E-2
8.150047303E1,-5.200000107E-2,5.999999866E-2,-1.000000015E-1
8.150546034E1,-5.299999937E-2,7.500000298E-2,-1.260000020E-1
8.151044771E1,-4.800000042E-2,7.500000298E-2,-1.289999932E-1
8.151543487E1,7.000000216E-3,5.600000173E-2,-1.110000014E-1
8.152042218E1,3.400000185E-2,3.500000015E-2,-9.600000083E-2
8.152540956E1,5.000000075E-2,1.700000092E-2,-9.000000358E-2
8.153039671E1,5.499999970E-2,1.099999994E-2,-5.299999937E-2
8.153538402E1,2.899999917E-2,8.999999613E-3,-1.400000043E-2
8.154037140E1,4.000000190E-3,3.000000026E-3,1.700000092E-2
8.154535856E1,3.000000026E-3,-9.999999776E-3,4.800000042E-2
8.155034595E1,-1.400000043E-2,-2.099999972E-2,5.000000075E-2
8.155533323E1,-2.099999972E-2,-1.899999939E-2,4.699999839E-2
8.156032039E1,-1.400000043E-2,-2.300000004E-2,1.000000047E-3
8.156530778E1,-6.000000052E-3,-9.999999776E-3,-1.700000092E-2
8.157029509E1,1.700000092E-2,-8.000000380E-3,-3.700000048E-2
8.157528248E1,8.000000380E-3,2.000000095E-3,-5.999999866E-2
8.158026964E1,-1.600000076E-2,4.000000190E-3,-6.899999827E-2
8.158525703E1,-2.199999988E-2,4.999999888E-3,-1.049999967E-1
8.159024430E1,-2.300000004E-2,2.000000095E-3,-1.089999974E-1
8.159523145E1,-8.999999613E-3,4.999999888E-3,-9.300000221E-2
8.160021884E1,-3.000000026E-3,8.000000380E-3,-7.199999690E-2
8.160520615E1,-8.000000380E-3,0.000000000E0,-4.600000009E-2
8.161019353E1,0.000000000E0,8.000000380E-3,-2.899999917E-2
8.161518069E1,2.099999972E-2,-9.999999776E-3,-4.000000190E-3
8.162016807E1,1.300000027E-2,-2.099999972E-2,4.600000009E-2
8.162515540E1,2.400000021E-2,-4.199999943E-2,4.600000009E-2
8.163014255E1,1.499999966E-2,-5.999999866E-2,5.000000075E-2
8.163512993E1,2.300000004E-2,-7.699999958E-2,5.499999970E-2
8.164011726E1,2.199999988E-2,-9.200000018E-2,7.900000364E-2
8.164510442E1,8.000000380E-3,-8.699999750E-2,5.499999970E-2
8.165009178E1,8.000000380E-3,-9.200000018E-2,1.899999939E-2
8.165507909E1,-6.000000052E-3,-8.699999750E-2,-2.400000021E-2
8.166006647E1,-6.000000052E-3,-7.199999690E-2,-7.800000161E-2
8.166505363E1,1.099999994E-2,-5.700000003E-2,-1.430000067E-1
8.167004093E1,4.699999839E-2,-1.700000092E-2,-2.029999942E-1
8.167502832E1,7.800000161E-2,8.999999613E-3,-2.039999962E-1
8.168001547E1,7.400000095E-2,4.899999872E-2,-2.000000030E-1
8.168500287E1,7.400000095E-2,5.799999833E-2,-1.729999930E-1
8.168999018E1,6.899999827E-2,4.800000042E-2,-1.330000013E-1
8.169497734E1,6.599999964E-2,5.000000075E-2,-7.299999893E-2
8.169996472E1,4.899999872E-2,2.800000086E-2,8.999999613E-3
8.170495203E1,5.299999937E-2,1.099999994E-2,9.200000018E-2
8.170993941E1,4.600000009E-2,-1.499999966E-2,1.309999973E-1
8.171492656E1,1.899999939E-2,-3.299999982E-2,2.080000043E-1
8.171991387E1,1.499999966E-2,-4.399999976E-2,2.489999980E-1
8.172490125E1,-9.999999776E-3,-5.000000075E-2,2.489999980E-1
8.172988841E1,-1.700000092E-2,-5.000000075E-2,2.469999939E-1
8.173487572E1,-2.099999972E-2,-3.599999845E-2,2.339999974E-1
8.173986314E1,-1.899999939E-2,-3.200000152E-2,2.060000002E-1
8.174485029E1,-3.200000152E-2,-3.299999982E-2,1.860000044E-1
8.174983766E1,-4.100000113E-2,-1.300000027E-2,1.369999945E-1
8.175482497E1,-6.899999827E-2,-1.400000043E-2,1.019999981E-1
8.175981236E1,-9.200000018E-2,-8.999999613E-3,1.040000021E-1
8.176479952E1,-8.100000024E-2,3.000000026E-3,6.400000304E-2
8.176978683E1,-7.999999821E-2,-1.200000010E-2,3.000000026E-3
8.177477422E1,-8.699999750E-2,-6.499999762E-2,-1.299999952E-1
8.177976141E1,-8.100000024E-2,-4.399999976E-2,-2.360000014E-1
8.178474879E1,-7.599999756E-2,3.799999878E-2,-2.349999994E-1
8.178973611E1,-1.700000092E-2,8.600000292E-2,-2.469999939E-1
8.179472349E1,9.099999815E-2,1.010000035E-1,-2.070000023E-1
8.179971066E1,1.319999993E-1,1.169999987E-1,-1.809999943E-1
8.180469797E1,1.270000041E-1,1.030000001E-1,-1.870000064E-1
8.180968534E1,6.899999827E-2,6.700000167E-2,-1.669999957E-1
8.181467249E1,4.999999888E-3,1.899999939E-2,-1.469999999E-1
8.181965976E1,-3.500000015E-2,-1.999999955E-2,-1.000000015E-1
8.182464715E1,-6.800000370E-2,-2.199999988E-2,-2.999999933E-2
8.182963430E1,-7.000000030E-2,-2.500000037E-2,3.999999911E-2
8.183462161E1,-5.200000107E-2,4.000000190E-3,6.100000069E-2
8.183960899E1,-2.199999988E-2,1.700000092E-2,1.040000021E-1
8.184459615E1,1.400000043E-2,2.800000086E-2,1.199999973E-1
8.184958353E1,5.499999970E-2,3.999999911E-2,1.430000067E-1
8.185457084E1,7.500000298E-2,2.999999933E-2,1.410000026E-1
8.185955822E1,7.900000364E-2,1.799999923E-2,1.420000046E-1
8.186454537E1,6.300000101E-2,-1.899999939E-2,1.289999932E-1
8.186953268E1,5.600000173E-2,-5.900000036E-2,9.499999881E-2
8.187452006E1,4.300000146E-2,-5.700000003E-2,6.599999964E-2
8.187950721E1,3.400000185E-2,-4.500000179E-2,4.199999943E-2
8.188449460E1,2.099999972E-2,-2.700000070E-2,2.700000070E-2
8.188948191E1,1.300000027E-2,7.000000216E-3,1.999999955E-2
8.189446929E1,-9.999999776E-3,2.400000021E-2,2.899999917E-2
8.189945644E1,-6.499999762E-2,5.000000075E-2,3.500000015E-2
8.190444375E1,-9.600000083E-2,4.600000009E-2,1.400000043E-2
8.190943092E1,-1.280000061E-1,4.199999943E-2,2.300000004E-2
8.191441830E1,-1.080000028E-1,5.499999970E-2,3.200000152E-2
8.191940561E1,-9.000000358E-2,5.900000036E-2,3.999999911E-2
8.192439272E1,-6.499999762E-2,4.899999872E-2,2.999999933E-2
8.192938011E1,-3.200000152E-2,3.099999949E-2,4.999999888E-3
8.193436742E1,9.999999776E-3,2.000000095E-3,-4.999999888E-3
8.193935480E1,4.399999976E-2,-8.999999613E-3,-6.000000052E-3
8.194434196E1,8.699999750E-2,-2.999999933E-2,-2.500000037E-2
8.194932933E1,1.209999993E-1,-4.100000113E-2,-2.600000054E-2
8.195431664E1,1.480000019E-1,-4.800000042E-2,-2.999999933E-2
8.195930377E1,1.630000025E-1,-5.900000036E-2,-1.999999955E-2
8.196429115E1,1.570000052E-1,-5.700000003E-2,-1.999999955E-2
8.196927846E1,1.270000041E-1,-5.299999937E-2,-1.200000010E-2
8.197426561E1,8.500000089E-2,-3.500000015E-2,-1.300000027E-2
8.197925298E1,3.299999982E-2,-3.700000048E-2,-1.799999923E-2
8.198424030E1,-4.999999888E-3,-2.800000086E-2,-3.000000026E-3
8.198922768E1,-4.800000042E-2,-3.200000152E-2,6.000000052E-3
8.199421483E1,-8.399999887E-2,-4.000000190E-3,2.600000054E-2
8.199920222E1,-1.059999987E-1,-3.000000026E-3,2.800000086E-2
8.200418954E1,-1.070000008E-1,1.200000010E-2,2.000000095E-3
8.200917669E1,-1.150000021E-1,1.700000092E-2,-1.700000092E-2
8.201416409E1,-1.150000021E-1,2.500000037E-2,-2.899999917E-2
8.201915140E1,-1.030000001E-1,1.799999923E-2,-6.100000069E-2
8.202413878E1,-4.800000042E-2,1.400000043E-2,-9.499999881E-2
8.202912594E1,-2.000000095E-3,2.000000095E-3,-9.899999946E-2
8.203411332E1,6.499999762E-2,-1.300000027E-2,-9.399999678E-2
8.203910062E1,9.200000018E-2,-6.000000052E-3,-8.900000155E-2
8.204408777E1,1.209999993E-1,-8.999999613E-3,-8.399999887E-2
8.204907508E1,1.410000026E-1,-4.999999888E-3,-7.500000298E-2
8.205406246E1,1.340000033E-1,-9.999999776E-3,-2.899999917E-2
8.205904962E1,1.070000008E-1,-4.000000190E-3,1.000000047E-3
8.206403700E1,7.999999821E-2,-1.300000027E-2,2.300000004E-2
8.206902432E1,2.899999917E-2,-1.999999955E-2,3.999999911E-2
8.207401170E1,-1.999999955E-2,-3.299999982E-2,6.599999964E-2
8.207899886E1,-4.399999976E-2,-2.400000021E-2,9.700000286E-2
8.208398618E1,-7.199999690E-2,-2.700000070E-2,9.499999881E-2
8.208897356E1,-9.399999678E-2,-1.600000076E-2,1.000000015E-1
8.209396070E1,-1.230000034E-1,-1.099999994E-2,1.070000008E-1
8.209894808E1,-1.439999938E-1,-1.000000047E-3,1.239999980E-1
8.210393542E1,-1.459999979E-1,-1.200000010E-2,1.330000013E-1
8.210892281E1,-1.280000061E-1,-8.999999613E-3,1.199999973E-1
8.211390996E1,-1.040000021E-1,-3.200000152E-2,6.499999762E-2
8.211889725E1,-9.899999946E-2,-4.999999888E-3,1.200000010E-2
8.212388440E1,-9.200000018E-2,-6.000000052E-3,-2.400000021E-2
8.212887177E1,-7.000000030E-2,0.000000000E0,-7.800000161E-2
8.213385908E1,-5.600000173E-2,2.500000037E-2,-1.410000026E-1
8.213884650E1,-3.900000080E-2,3.299999982E-2,-1.509999931E-1
8.214383366E1,-2.500000037E-2,4.800000042E-2,-1.969999969E-1
8.214882097E1,-8.999999613E-3,5.900000036E-2,-2.230000049E-1
8.215380835E1,-4.999999888E-3,5.900000036E-2,-2.109999955E-1
8.215879551E1,1.600000076E-2,4.300000146E-2,-2.109999955E-1
8.216378288E1,3.200000152E-2,2.700000070E-2,-1.990000010E-1
8.216877019E1,6.599999964E-2,9.999999776E-3,-1.860000044E-1
8.217375735E1,8.100000024E-2,-7.000000216E-3,-1.560000032E-1
8.217874473E1,9.000000358E-2,-1.099999994E-2,-1.400000006E-1
8.218373205E1,9.099999815E-2,-2.999999933E-2,-1.140000001E-1
8.218871920E1,8.200000226E-2,-1.999999955E-2,-7.000000030E-2
8.219370658E1,8.100000024E-2,-2.899999917E-2,-1.200000010E-2
8.219869387E1,6.100000069E-2,-1.400000043E-2,3.599999845E-2
8.220368103E1,4.100000113E-2,-3.000000026E-3,5.900000036E-2
8.220866839E1,2.700000070E-2,-2.199999988E-2,7.599999756E-2
8.221365570E1,1.200000010E-2,-1.300000027E-2,1.099999994E-1
8.221864310E1,2.000000095E-3,-1.600000076E-2,1.420000046E-1
8.222363026E1,-7.000000216E-3,-3.000000026E-3,1.800000072E-1
8.222861762E1,-2.700000070E-2,2.000000095E-3,2.049999982E-1
8.223360494E1,-5.000000075E-2,7.000000216E-3,2.119999975E-1
8.223859232E1,-6.100000069E-2,-4.999999888E-3,2.020000070E-1
8.224357949E1,-5.299999937E-2,0.000000000E0,1.809999943E-1
8.224856680E1,-2.999999933E-2,1.600000076E-2,1.580000073E-1
8.225355394E1,8.999999613E-3,2.300000004E-2,1.280000061E-1
8.225854133E1,3.400000185E-2,2.400000021E-2,1.309999973E-1
8.226352862E1,5.400000140E-2,2.300000004E-2,9.899999946E-2
8.226851601E1,2.999999933E-2,3.200000152E-2,8.500000089E-2
8.227350316E1,1.000000047E-3,2.899999917E-2,6.599999964E-2
8.227849055E1,-2.500000037E-2,2.700000070E-2,4.100000113E-2
8.228347786E1,-5.999999866E-2,1.400000043E-2,2.700000070E-2
8.228846500E1,-8.100000024E-2,1.999999955E-2,2.700000070E-2
8.229345238E1,-8.600000292E-2,2.999999933E-2,1.000000047E-3
8.229843971E1,-9.099999815E-2,3.299999982E-2,-6.000000052E-3
8.230342710E1,-8.100000024E-2,3.599999845E-2,-4.999999888E-3
8.230841428E1,-7.400000095E-2,3.299999982E-2,-2.000000095E-3
8.231340166E1,-5.900000036E-2,1.799999923E-2,-4.999999888E-3
8.231838896E1,-5.900000036E-2,1.499999966E-2,1.000000047E-3
8.232337611E1,-4.500000179E-2,-1.000000047E-3,-1.999999955E-2
8.232836341E1,-2.099999972E-2,-1.000000047E-3,-4.199999943E-2
8.233335080E1,8.000000380E-3,-6.000000052E-3,-5.299999937E-2
8.233833795E1,8.000000380E-3,-1.200000010E-2,-6.100000069E-2
8.234332533E1,2.899999917E-2,-9.999999776E-3,-6.800000370E-2
8.234831264E1,5.000000075E-2,-1.499999966E-2,-9.899999946E-2
8.235329979E1,6.700000167E-2,-8.000000380E-3,-1.089999974E-1
8.235828716E1,7.999999821E-2,-4.999999888E-3,-1.049999967E-1
8.236327447E1,8.900000155E-2,1.099999994E-2,-1.049999967E-1
8.236826186E1,8.299999684E-2,-2.000000095E-3,-1.089999974E-1
8.237324902E1,8.900000155E-2,-7.000000216E-3,-9.600000083E-2
8.237823633E1,8.100000024E-2,-1.899999939E-2,-4.199999943E-2
8.238322349E1,6.800000370E-2,-2.300000004E-2,8.999999613E-3
8.238821088E1,3.299999982E-2,-4.699999839E-2,8.999999613E-3
8.239319819E1,2.999999933E-2,-4.699999839E-2,2.400000021E-2
8.239818558E1,1.899999939E-2,-4.699999839E-2,4.800000042E-2
8.240317274E1,4.999999888E-3,-4.699999839E-2,7.100000232E-2
8.240816004E1,-1.400000043E-2,-3.799999878E-2,6.400000304E-2
8.241314743E1,-7.000000216E-3,-2.400000021E-2,5.299999937E-2
8.241813458E1,-1.700000092E-2,-4.000000190E-3,5.799999833E-2
8.242312195E1,-2.899999917E-2,1.300000027E-2,6.199999899E-2
8.242810926E1,-2.500000037E-2,3.900000080E-2,4.100000113E-2
8.243309664E1,-4.899999872E-2,4.300000146E-2,8.000000380E-3
8.243808380E1,-6.199999899E-2,3.799999878E-2,-4.000000190E-3
8.244307111E1,-4.600000009E-2,4.199999943E-2,-4.999999888E-3
8.244805828E1,-3.599999845E-2,1.600000076E-2,0.000000000E0
8.245304566E1,2.400000021E-2,7.000000216E-3,7.000000216E-3
8.245803296E1,6.499999762E-2,-8.999999613E-3,4.699999839E-2
8.246302034E1,1.499999966E-2,-8.999999613E-3,9.700000286E-2
8.246800750E1,-3.299999982E-2,-3.400000185E-2,3.900000080E-2
8.247299488E1,-2.999999933E-2,-4.600000009E-2,8.000000380E-3
8.247798219E1,-1.400000043E-2,-3.099999949E-2,3.299999982E-2
8.248296957E1,1.600000076E-2,-2.099999972E-2,5.499999970E-2
8.248795672E1,2.099999972E-2,7.000000216E-3,3.299999982E-2
8.249294403E1,2.400000021E-2,2.099999972E-2,1.099999994E-2
8.249793117E1,0.000000000E0,3.599999845E-2,-6.000000052E-3
8.250291855E1,-5.700000003E-2,5.200000107E-2,-1.600000076E-2
8.250790586E1,-8.900000155E-2,4.100000113E-2,-8.699999750E-2
8.251289324E1,-5.999999866E-2,5.000000075E-2,-1.350000054E-1
8.251788040E1,7.000000216E-3,6.100000069E-2,-1.539999992E-1
8.252286782E1,5.099999905E-2,7.900000364E-2,-1.289999932E-1
8.252785513E1,4.899999872E-2,8.100000024E-2,-1.389999986E-1
8.253284230E1,1.400000043E-2,8.399999887E-2,-1.400000006E-1
8.253782969E1,7.000000216E-3,5.099999905E-2,-1.599999964E-1
8.254281702E1,1.300000027E-2,2.800000086E-2,-1.369999945E-1
8.254780417E1,2.199999988E-2,2.800000086E-2,-8.299999684E-2
8.255279155E1,4.000000190E-3,2.199999988E-2,-2.600000054E-2
8.255777886E1,-4.800000042E-2,2.500000037E-2,2.199999988E-2
8.256276601E1,-7.599999756E-2,4.999999888E-3,5.200000107E-2
8.256775340E1,-8.200000226E-2,-3.000000026E-3,1.110000014E-1
8.257274071E1,-7.900000364E-2,1.000000047E-3,1.589999944E-1
8.257772811E1,-9.700000286E-2,1.999999955E-2,1.979999989E-1
8.258271527E1,-1.120000035E-1,1.200000010E-2,2.140000015E-1
8.258770257E1,-1.010000035E-1,-3.000000026E-3,1.979999989E-1
8.259268995E1,-5.400000140E-2,-2.300000004E-2,1.720000058E-1
8.259767709E1,-1.099999994E-2,-4.199999943E-2,1.469999999E-1
8.260266440E1,3.999999911E-2,-3.700000048E-2,1.230000034E-1
8.260765179E1,6.700000167E-2,-3.099999949E-2,7.500000298E-2
8.261263894E1,6.700000167E-2,-4.199999943E-2,5.799999833E-2
8.261762625E1,4.699999839E-2,-5.099999905E-2,-2.000000095E-3
8.262261363E1,3.799999878E-2,-5.600000173E-2,-3.599999845E-2
8.262760078E1,2.600000054E-2,-2.899999917E-2,-8.600000292E-2
8.263258816E1,3.200000152E-2,-1.600000076E-2,-1.420000046E-1
8.263757547E1,4.500000179E-2,4.000000190E-3,-1.480000019E-1
8.264256263E1,3.999999911E-2,3.500000015E-2,-1.560000032E-1
8.264755002E1,-4.000000190E-3,4.199999943E-2,-1.350000054E-1
8.265253732E1,-4.899999872E-2,3.299999982E-2,-1.729999930E-1
8.265752470E1,-5.600000173E-2,2.800000086E-2,-2.090000063E-1
8.266251186E1,-4.100000113E-2,0.000000000E0,-1.979999989E-1
8.266749916E1,-9.999999776E-3,3.000000026E-3,-1.539999992E-1
8.267248655E1,1.400000043E-2,-6.000000052E-3,-1.309999973E-1
8.267747372E1,4.800000042E-2,-2.600000054E-2,-1.030000001E-1
8.268246110E1,4.600000009E-2,-1.700000092E-2,-5.099999905E-2
8.268744841E1,1.700000092E-2,-2.899999917E-2,8.000000380E-3
8.269243580E1,-1.000000047E-3,-3.400000185E-2,3.099999949E-2
8.269742288E1,-8.000000380E-3,-3.700000048E-2,2.300000004E-2
8.270241027E1,6.000000052E-3,-2.700000070E-2,4.899999872E-2
8.270739739E1,2.600000054E-2,-4.699999839E-2,5.799999833E-2
8.271238477E1,2.800000086E-2,-3.500000015E-2,6.400000304E-2
8.271737208E1,1.300000027E-2,-3.799999878E-2,7.199999690E-2
8.272235946E1,1.200000010E-2,-2.999999933E-2,7.100000232E-2
8.272734661E1,-1.999999955E-2,-2.800000086E-2,8.100000024E-2
8.273233399E1,-3.099999949E-2,-1.099999994E-2,5.700000003E-2
8.273732130E1,-2.300000004E-2,-3.000000026E-3,5.200000107E-2
8.274230845E1,-1.099999994E-2,4.999999888E-3,3.700000048E-2
8.274729576E1,6.000000052E-3,1.300000027E-2,4.100000113E-2
8.275228309E1,3.000000026E-3,1.400000043E-2,2.099999972E-2
8.275727025E1,6.000000052E-3,6.000000052E-3,-3.000000026E-3
8.276225763E1,-1.400000043E-2,-9.999999776E-3,-2.000000095E-3
8.276724492E1,-1.799999923E-2,1.000000047E-3,-3.599999845E-2
8.277223207E1,-2.400000021E-2,-4.000000190E-3,-2.700000070E-2
8.277721945E1,-2.899999917E-2,4.999999888E-3,-5.200000107E-2
8.278220676E1,-1.099999994E-2,1.200000010E-2,-4.899999872E-2
8.278719394E1,1.000000047E-3,1.700000092E-2,-5.099999905E-2
8.279218133E1,1.799999923E-2,1.300000027E-2,-6.899999827E-2
8.279716864E1,3.400000185E-2,2.600000054E-2,-4.600000009E-2
8.280215601E1,2.500000037E-2,2.500000037E-2,-3.599999845E-2
8.280714317E1,1.200000010E-2,2.099999972E-2,-2.500000037E-2
8.281213047E1,-4.999999888E-3,8.999999613E-3,-3.500000015E-2
8.281711785E1,1.000000047E-3,7.000000216E-3,-1.300000027E-2
8.282210502E1,0.000000000E0,8.000000380E-3,3.099999949E-2
8.282709232E1,-2.000000095E-3,1.999999955E-2,4.399999976E-2
8.283207948E1,-1.000000047E-3,6.000000052E-3,5.200000107E-2
8.283706687E1,-7.000000216E-3,0.000000000E0,3.999999911E-2
8.284205418E1,-1.499999966E-2,-6.000000052E-3,3.400000185E-2
8.284704157E1,-6.000000052E-3,-1.200000010E-2,1.499999966E-2
8.285202873E1,-1.200000010E-2,-1.700000092E-2,-8.000000380E-3
8.285701603E1,2.400000021E-2,0.000000000E0,-2.300000004E-2
8.286200342E1,2.500000037E-2,-2.000000095E-3,-4.699999839E-2
8.286699058E1,2.099999972E-2,-2.000000095E-3,-6.800000370E-2
8.287197788E1,2.899999917E-2,7.000000216E-3,-9.099999815E-2
8.287696526E1,3.599999845E-2,1.700000092E-2,-1.089999974E-1
8.288195242E1,3.500000015E-2,3.099999949E-2,-1.010000035E-1
8.288693980E1,2.800000086E-2,2.999999933E-2,-9.000000358E-2
8.289192711E1,1.400000043E-2,3.999999911E-2,-7.199999690E-2
8.289691428E1,7.000000216E-3,3.700000048E-2,-4.800000042E-2
8.290190166E1,8.000000380E-3,2.400000021E-2,-2.099999972E-2
8.290688894E1,-1.200000010E-2,2.899999917E-2,4.999999888E-3
8.291187633E1,-2.899999917E-2,2.500000037E-2,2.500000037E-2
8.291686348E1,-3.799999878E-2,3.299999982E-2,4.899999872E-2
8.292185080E1,-3.799999878E-2,4.999999888E-3,6.199999899E-2
8.292683818E1,-2.500000037E-2,1.200000010E-2,7.599999756E-2
8.293182536E1,-2.899999917E-2,7.000000216E-3,5.900000036E-2
8.293681274E1,-4.800000042E-2,1.499999966E-2,3.900000080E-2
8.294180008E1,-5.900000036E-2,2.199999988E-2,4.100000113E-2
8.294678724E1,-6.499999762E-2,3.299999982E-2,4.600000009E-2
8.295177463E1,-5.700000003E-2,3.900000080E-2,3.099999949E-2
8.295676194E1,-3.200000152E-2,3.900000080E-2,2.099999972E-2
8.296174909E1,-3.400000185E-2,5.000000075E-2,1.899999939E-2
8.296673648E1,-2.099999972E-2,5.700000003E-2,1.899999939E-2
8.297172379E1,-1.099999994E-2,4.399999976E-2,2.600000054E-2
8.297671091E1,1.099999994E-2,3.299999982E-2,4.399999976E-2
8.298169829E1,1.899999939E-2,1.499999966E-2,5.200000107E-2
8.298668562E1,1.099999994E-2,4.000000190E-3,7.400000095E-2
8.299167300E1,-8.999999613E-3,0.000000000E0,6.899999827E-2
8.299666016E1,0.000000000E0,-1.499999966E-2,5.099999905E-2
8.300164747E1,1.300000027E-2,-2.300000004E-2,3.299999982E-2
8.300663486E1,2.700000070E-2,-2.600000054E-2,2.800000086E-2
8.301162201E1,3.900000080E-2,-1.300000027E-2,2.000000095E-3
8.301660930E1,4.100000113E-2,-1.200000010E-2,-2.300000004E-2
8.302159669E1,4.199999943E-2,-9.999999776E-3,-3.299999982E-2
8.302658385E1,5.600000173E-2,-9.999999776E-3,-4.600000009E-2
8.303157123E1,4.300000146E-2,-4.000000190E-3,-2.099999972E-2
8.303655854E1,3.299999982E-2,-3.000000026E-3,-8.999999613E-3
8.304154568E1,4.999999888E-3,4.000000190E-3,-1.700000092E-2
8.304653299E1,-1.799999923E-2,-7.000000216E-3,-2.099999972E-2
8.305152038E1,-3.599999845E-2,7.000000216E-3,-1.300000027E-2
8.305650754E1,-3.799999878E-2,2.500000037E-2,-6.000000052E-3
8.306149490E1,-6.300000101E-2,2.899999917E-2,-1.000000047E-3
8.306648221E1,-7.699999958E-2,3.900000080E-2,9.999999776E-3
8.307146937E1,-6.899999827E-2,3.599999845E-2,0.000000000E0
8.307645674E1,-5.499999970E-2,2.700000070E-2,-8.999999613E-3
8.308144405E1,-3.799999878E-2,1.200000010E-2,2.000000095E-3
8.308643120E1,-1.899999939E-2,8.000000380E-3,-7.000000216E-3
8.309141858E1,8.999999613E-3,-1.000000047E-3,-2.300000004E-2
8.309640589E1,1.999999955E-2,-9.999999776E-3,-5.999999866E-2
8.310139305E1,4.100000113E-2,-3.700000048E-2,-6.700000167E-2
8.310638043E1,5.000000075E-2,-2.500000037E-2,-6.700000167E-2
8.311136774E1,3.799999878E-2,-2.400000021E-2,-6.300000101E-2
8.311635512E1,4.800000042E-2,-2.500000037E-2,-4.300000146E-2
8.312134227E1,4.600000009E-2,-1.200000010E-2,-4.399999976E-2
