"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.151979631E2,-5.690000057E-1,-1.580000073E-1,8.579999804E-1
2.152029499E2,-4.850000143E-1,-2.119999975E-1,7.609999776E-1
2.152079367E2,-2.910000086E-1,-2.689999938E-1,5.550000072E-1
2.152129237E2,-4.000000190E-3,-3.589999974E-1,1.630000025E-1
2.152179106E2,3.589999974E-1,-4.189999998E-1,-3.670000136E-1
2.152228973E2,6.949999928E-1,-3.869999945E-1,-6.899999976E-1
2.152278841E2,9.319999814E-1,-3.129999936E-1,-7.170000076E-1
2.152328711E2,9.940000176E-1,-3.389999866E-1,-4.659999907E-1
2.152378579E2,9.470000267E-1,-4.300000072E-1,-1.539999992E-1
2.152428447E2,9.049999714E-1,-5.389999747E-1,2.129999995E-1
2.152478315E2,8.750000000E-1,-7.089999914E-1,6.280000210E-1
2.152528185E2,8.220000267E-1,-8.960000277E-1,9.710000157E-1
2.152578054E2,7.919999957E-1,-1.041000009E0,1.189000010E0
2.152627921E2,6.529999971E-1,-1.223000050E0,1.251999974E0
2.152677791E2,5.049999952E-1,-1.282999992E0,1.269000053E0
2.152727659E2,1.889999956E-1,-1.250000000E0,1.238000035E0
2.152777527E2,-2.230000049E-1,-1.141999960E0,1.207999945E0
2.152827395E2,-6.359999776E-1,-9.610000253E-1,1.065999985E0
2.152877265E2,-1.034000039E0,-5.770000219E-1,7.129999995E-1
2.152927132E2,-1.161999941E0,-2.989999950E-1,2.960000038E-1
2.152977001E2,-1.169000030E0,-6.300000101E-2,-4.040000141E-1
2.153026868E2,-1.162999988E0,2.569999993E-1,-1.243999958E0
2.153076738E2,-1.062000036E0,6.480000019E-1,-1.847000003E0
2.153126607E2,-9.029999971E-1,9.950000048E-1,-2.305000067E0
2.153176475E2,-7.500000000E-1,1.250000000E0,-2.569999933E0
2.153226342E2,-7.369999886E-1,1.422999978E0,-2.563999891E0
2.153276212E2,-6.800000072E-1,1.511999965E0,-2.516000032E0
2.153326081E2,-6.240000129E-1,1.472000003E0,-2.411000013E0
2.153375948E2,-5.759999752E-1,1.371000051E0,-2.234999895E0
2.153425819E2,-5.030000210E-1,1.190000057E0,-1.985000014E0
2.153475686E2,-4.329999983E-1,9.810000062E-1,-1.644000053E0
2.153525555E2,-3.650000095E-1,7.440000176E-1,-1.200000048E0
2.153575422E2,-2.689999938E-1,4.399999976E-1,-6.990000010E-1
2.153625290E2,-1.480000019E-1,1.570000052E-1,-2.029999942E-1
2.153675160E2,-8.999999613E-3,-1.089999974E-1,2.199999988E-1
2.153725028E2,1.759999990E-1,-3.230000138E-1,5.339999795E-1
2.153774896E2,3.840000033E-1,-4.499999881E-1,7.659999728E-1
2.153824766E2,5.649999976E-1,-5.230000019E-1,8.539999723E-1
2.153874634E2,7.609999776E-1,-5.669999719E-1,9.470000267E-1
2.153924502E2,8.650000095E-1,-6.110000014E-1,8.439999819E-1
2.153974370E2,9.330000281E-1,-6.380000114E-1,7.590000033E-1
2.154024240E2,9.819999933E-1,-6.389999986E-1,6.740000248E-1
2.154074108E2,9.559999704E-1,-5.870000124E-1,5.659999847E-1
2.154123976E2,9.060000181E-1,-5.370000005E-1,3.819999993E-1
2.154173844E2,8.320000172E-1,-3.930000067E-1,2.140000015E-1
2.154223711E2,8.000000119E-1,-2.380000055E-1,-4.699999839E-2
2.154273582E2,7.779999971E-1,-9.600000083E-2,-2.770000100E-1
2.154323450E2,7.620000243E-1,2.600000054E-2,-5.410000086E-1
2.154373318E2,7.570000291E-1,1.080000028E-1,-7.990000248E-1
2.154423187E2,7.570000291E-1,1.809999943E-1,-9.409999847E-1
2.154473055E2,7.239999771E-1,2.500000000E-1,-9.390000105E-1
2.154522924E2,6.380000114E-1,2.989999950E-1,-9.039999843E-1
2.154572792E2,5.740000010E-1,3.619999886E-1,-8.590000272E-1
2.154622662E2,5.260000229E-1,3.970000148E-1,-8.119999766E-1
2.154672530E2,5.030000210E-1,4.169999957E-1,-7.450000048E-1
2.154722397E2,4.679999948E-1,4.269999862E-1,-6.759999990E-1
2.154772266E2,4.259999990E-1,4.320000112E-1,-5.759999752E-1
2.154822136E2,3.750000000E-1,4.120000005E-1,-4.830000103E-1
2.154872004E2,3.529999852E-1,3.869999945E-1,-3.639999926E-1
2.154921872E2,3.129999936E-1,3.709999919E-1,-2.349999994E-1
2.154971740E2,2.809999883E-1,3.330000043E-1,-1.309999973E-1
2.155021610E2,2.709999979E-1,3.140000105E-1,-2.600000054E-2
2.155071478E2,2.489999980E-1,2.879999876E-1,9.899999946E-2
2.155121346E2,2.339999974E-1,2.529999912E-1,1.169999987E-1
2.155171214E2,2.210000008E-1,2.230000049E-1,9.399999678E-2
2.155221084E2,2.039999962E-1,2.399999946E-1,1.230000034E-1
2.155270952E2,1.609999985E-1,2.509999871E-1,1.819999963E-1
2.155320820E2,1.110000014E-1,2.829999924E-1,2.649999857E-1
2.155370687E2,9.499999881E-2,2.969999909E-1,3.630000055E-1
2.155420557E2,6.199999899E-2,3.300000131E-1,4.740000069E-1
2.155470425E2,-1.000000047E-3,3.650000095E-1,5.899999738E-1
2.155520293E2,-1.019999981E-1,3.899999857E-1,6.859999895E-1
2.155570163E2,-1.930000037E-1,3.899999857E-1,7.670000196E-1
2.155620031E2,-2.460000068E-1,3.680000007E-1,8.550000191E-1
2.155669899E2,-2.849999964E-1,3.459999859E-1,8.740000129E-1
2.155719767E2,-3.160000145E-1,3.339999914E-1,8.650000095E-1
2.155769635E2,-3.140000105E-1,3.440000117E-1,8.719999790E-1
2.155819505E2,-3.050000072E-1,3.610000014E-1,9.120000005E-1
2.155869374E2,-2.649999857E-1,3.860000074E-1,9.810000062E-1
2.155919241E2,-2.290000021E-1,3.610000014E-1,1.075999975E0
2.155969109E2,-2.000000030E-1,2.939999998E-1,1.159000039E0
2.156018979E2,-1.430000067E-1,2.029999942E-1,1.197000027E0
2.156068848E2,-9.300000221E-2,1.049999967E-1,1.202999949E0
2.156118716E2,-5.299999937E-2,1.300000027E-2,1.159000039E0
2.156168583E2,-5.000000075E-2,-2.500000037E-2,1.090000033E0
2.156218453E2,-6.899999827E-2,-1.799999923E-2,1.031000018E0
2.156268321E2,-1.070000008E-1,1.700000092E-2,9.629999995E-1
2.156318189E2,-1.500000060E-1,6.499999762E-2,9.139999747E-1
2.156368057E2,-2.259999961E-1,8.500000089E-2,9.110000134E-1
2.156417927E2,-3.300000131E-1,6.800000370E-2,9.049999714E-1
2.156467794E2,-3.770000041E-1,6.199999899E-2,8.460000157E-1
2.156517663E2,-3.449999988E-1,6.800000370E-2,7.400000095E-1
2.156567531E2,-3.619999886E-1,4.100000113E-2,6.880000234E-1
2.156617401E2,-3.759999871E-1,1.400000043E-2,5.830000043E-1
2.156667269E2,-3.720000088E-1,1.499999966E-2,5.040000081E-1
2.156717137E2,-3.339999914E-1,6.000000052E-3,4.839999974E-1
2.156767004E2,-3.199999928E-1,-2.300000004E-2,5.059999824E-1
2.156816874E2,-2.910000086E-1,-6.800000370E-2,5.270000100E-1
2.156866742E2,-2.169999927E-1,-1.199999973E-1,5.080000162E-1
2.156916610E2,-7.400000095E-2,-1.609999985E-1,4.939999878E-1
2.156966480E2,4.100000113E-2,-2.109999955E-1,4.339999855E-1
2.157016348E2,1.729999930E-1,-2.450000048E-1,3.070000112E-1
2.157066216E2,3.280000091E-1,-2.730000019E-1,1.439999938E-1
2.157116084E2,4.589999914E-1,-3.269999921E-1,-8.999999613E-3
2.157165954E2,5.279999971E-1,-3.650000095E-1,-1.289999932E-1
2.157215822E2,5.759999752E-1,-4.219999909E-1,-2.049999982E-1
2.157265690E2,6.100000143E-1,-4.620000124E-1,-1.930000037E-1
2.157315558E2,6.179999709E-1,-4.860000014E-1,-1.330000013E-1
2.157365426E2,6.050000191E-1,-5.099999905E-1,-7.199999690E-2
2.157415296E2,5.780000091E-1,-5.509999990E-1,-2.899999917E-2
2.157465164E2,5.009999871E-1,-5.879999995E-1,1.000000047E-3
2.157515032E2,3.849999905E-1,-6.050000191E-1,-2.000000095E-3
2.157564900E2,2.770000100E-1,-6.010000110E-1,-2.400000021E-2
2.157614770E2,1.800000072E-1,-5.680000186E-1,-1.400000006E-1
2.157664638E2,1.299999952E-1,-5.580000281E-1,-3.249999881E-1
2.157714506E2,1.059999987E-1,-4.959999919E-1,-5.260000229E-1
2.157764376E2,7.699999958E-2,-3.950000107E-1,-7.099999785E-1
2.157814244E2,5.400000140E-2,-2.809999883E-1,-8.470000029E-1
2.157864112E2,5.099999905E-2,-1.920000017E-1,-9.589999914E-1
2.157913980E2,2.099999972E-2,-1.230000034E-1,-1.050999999E0
2.157963848E2,-2.800000086E-2,-8.900000155E-2,-1.159999967E0
2.158013718E2,-7.599999756E-2,-5.000000075E-2,-1.259999990E0
2.158063586E2,-1.159999967E-1,1.499999966E-2,-1.299000025E0
2.158113454E2,-1.430000067E-1,1.059999987E-1,-1.317000031E0
2.158163321E2,-1.770000011E-1,1.819999963E-1,-1.322999954E0
2.158213191E2,-1.930000037E-1,2.450000048E-1,-1.330000043E0
2.158263059E2,-2.060000002E-1,3.109999895E-1,-1.289999962E0
2.158312928E2,-2.569999993E-1,3.560000062E-1,-1.246999979E0
2.158362796E2,-3.149999976E-1,3.750000000E-1,-1.195000052E0
2.158412666E2,-3.549999893E-1,3.860000074E-1,-1.159999967E0
2.158462533E2,-3.319999874E-1,3.810000122E-1,-1.131000042E0
2.158512402E2,-3.070000112E-1,3.910000026E-1,-1.042999983E0
2.158562269E2,-3.170000017E-1,3.659999967E-1,-9.110000134E-1
2.158612139E2,-3.779999912E-1,3.540000021E-1,-7.940000296E-1
2.158662007E2,-4.420000017E-1,2.989999950E-1,-6.639999747E-1
2.158711876E2,-4.819999933E-1,2.160000056E-1,-5.080000162E-1
2.158761743E2,-5.389999747E-1,1.250000000E-1,-3.280000091E-1
2.158811613E2,-5.839999914E-1,3.299999982E-2,-7.599999756E-2
2.158861481E2,-5.989999771E-1,-3.599999845E-2,1.809999943E-1
2.158911349E2,-5.939999819E-1,-1.089999974E-1,4.169999957E-1
2.158961217E2,-5.540000200E-1,-1.620000005E-1,5.600000024E-1
2.159011087E2,-5.120000243E-1,-2.160000056E-1,6.330000162E-1
2.159060955E2,-4.609999955E-1,-2.840000093E-1,6.539999843E-1
2.159110823E2,-3.899999857E-1,-3.510000110E-1,6.209999919E-1
2.159160691E2,-2.910000086E-1,-4.250000119E-1,5.809999704E-1
2.159210559E2,-1.620000005E-1,-4.850000143E-1,4.970000088E-1
2.159260429E2,1.499999966E-2,-5.180000067E-1,3.499999940E-1
2.159310297E2,1.940000057E-1,-5.239999890E-1,1.669999957E-1
2.159360165E2,3.930000067E-1,-5.339999795E-1,-1.099999994E-2
2.159410035E2,5.210000277E-1,-5.270000100E-1,-2.039999962E-1
2.159459902E2,6.349999905E-1,-5.070000291E-1,-4.180000126E-1
2.159509770E2,6.899999976E-1,-4.799999893E-1,-5.910000205E-1
2.159559638E2,7.179999948E-1,-4.359999895E-1,-7.390000224E-1
2.159609508E2,7.030000091E-1,-3.560000062E-1,-8.360000253E-1
2.159659376E2,6.890000105E-1,-2.809999883E-1,-8.870000243E-1
2.159709245E2,6.449999809E-1,-2.000000030E-1,-9.629999995E-1
2.159759112E2,6.019999981E-1,-8.699999750E-2,-1.036000013E0
2.159808980E2,5.159999728E-1,9.999999776E-3,-1.074000001E0
2.159858850E2,4.180000126E-1,6.100000069E-2,-9.739999771E-1
2.159908718E2,2.660000026E-1,1.120000035E-1,-8.100000024E-1
2.159958586E2,9.899999946E-2,1.400000006E-1,-6.320000291E-1
2.160008456E2,-1.209999993E-1,1.519999951E-1,-4.020000100E-1
2.160058324E2,-3.050000072E-1,1.190000027E-1,-1.819999963E-1
2.160108191E2,-3.720000088E-1,9.499999881E-2,1.000000047E-3
2.160158060E2,-3.420000076E-1,1.049999967E-1,2.169999927E-1
2.160207930E2,-3.019999862E-1,1.720000058E-1,4.129999876E-1
2.160257797E2,-3.280000091E-1,2.119999975E-1,4.239999950E-1
2.160307665E2,-2.910000086E-1,2.479999959E-1,3.030000031E-1
2.160357533E2,-1.330000013E-1,2.919999957E-1,8.500000089E-2
2.160407401E2,1.300000027E-2,3.370000124E-1,-9.200000018E-2
2.160457271E2,4.100000113E-2,3.619999886E-1,-2.090000063E-1
2.160507139E2,1.600000076E-2,3.930000067E-1,-3.089999855E-1
2.160557007E2,-7.100000232E-2,4.729999900E-1,-4.079999924E-1
2.160606875E2,-1.720000058E-1,5.659999847E-1,-5.139999986E-1
2.160656745E2,-2.479999959E-1,6.690000296E-1,-5.910000205E-1
2.160706612E2,-3.939999938E-1,7.570000291E-1,-6.639999747E-1
2.160756481E2,-4.990000129E-1,8.679999709E-1,-6.669999957E-1
2.160806348E2,-5.939999819E-1,9.259999990E-1,-5.569999814E-1
2.160856218E2,-6.610000134E-1,9.520000219E-1,-3.479999900E-1
2.160906086E2,-6.949999928E-1,9.300000072E-1,-3.500000015E-2
2.160955955E2,-7.480000257E-1,8.410000205E-1,3.009999990E-1
2.161005822E2,-7.710000277E-1,7.110000253E-1,5.929999948E-1
2.161055692E2,-7.659999728E-1,5.440000296E-1,8.479999900E-1
2.161105560E2,-7.020000219E-1,3.619999886E-1,1.062999964E0
2.161155428E2,-6.140000224E-1,2.070000023E-1,1.253000021E0
2.161205296E2,-5.270000100E-1,7.199999690E-2,1.355999947E0
2.161255166E2,-4.309999943E-1,-4.899999872E-2,1.445000052E0
2.161305034E2,-3.529999852E-1,-2.249999940E-1,1.598000050E0
2.161354902E2,-3.409999907E-1,-3.639999926E-1,1.703999996E0
2.161404770E2,-3.729999959E-1,-4.860000014E-1,1.593000054E0
2.161454638E2,-3.610000014E-1,-5.630000234E-1,1.468000054E0
2.161504508E2,-2.680000067E-1,-6.110000014E-1,1.394000053E0
2.161554376E2,-1.449999958E-1,-6.250000000E-1,1.233999968E0
2.161604244E2,-4.500000179E-2,-6.320000291E-1,1.034999967E0
2.161654112E2,6.800000370E-2,-6.259999871E-1,8.090000153E-1
2.161703982E2,2.599999905E-1,-6.000000238E-1,6.890000105E-1
2.161753849E2,4.259999990E-1,-5.910000205E-1,6.280000210E-1
2.161803718E2,5.609999895E-1,-5.730000138E-1,5.310000181E-1
2.161853586E2,6.460000277E-1,-5.749999881E-1,4.029999971E-1
2.161903456E2,6.620000005E-1,-5.669999719E-1,3.149999976E-1
2.161953323E2,6.449999809E-1,-5.469999909E-1,2.579999864E-1
2.162003192E2,5.709999800E-1,-5.009999871E-1,2.599999905E-1
2.162053060E2,5.159999728E-1,-4.059999883E-1,2.419999987E-1
2.162102930E2,4.110000134E-1,-3.230000138E-1,2.779999971E-1
2.162152797E2,3.249999881E-1,-2.370000035E-1,3.389999866E-1
2.162202666E2,2.520000041E-1,-1.899999976E-1,4.169999957E-1
2.162252534E2,2.090000063E-1,-1.710000038E-1,3.389999866E-1
2.162302404E2,2.169999927E-1,-1.500000060E-1,1.700000018E-1
2.162352272E2,2.770000100E-1,-1.640000045E-1,3.000000026E-3
2.162402140E2,3.899999857E-1,-1.729999930E-1,-1.299999952E-1
2.162452008E2,4.880000055E-1,-1.879999936E-1,-1.580000073E-1
2.162501878E2,5.529999733E-1,-2.189999968E-1,-1.049999967E-1
2.162551745E2,6.439999938E-1,-2.879999876E-1,-4.199999943E-2
2.162601613E2,7.269999981E-1,-3.459999859E-1,7.900000364E-2
2.162651482E2,8.249999881E-1,-3.950000107E-1,2.370000035E-1
2.162701352E2,8.669999838E-1,-3.959999979E-1,3.729999959E-1
2.162751219E2,9.139999747E-1,-4.189999998E-1,4.880000055E-1
2.162801088E2,8.960000277E-1,-4.020000100E-1,6.200000048E-1
2.162850956E2,8.080000281E-1,-3.689999878E-1,7.089999914E-1
2.162900823E2,6.370000243E-1,-3.319999874E-1,7.200000286E-1
2.162950693E2,4.120000005E-1,-2.669999897E-1,6.869999766E-1
2.163000561E2,1.720000058E-1,-1.679999977E-1,6.650000215E-1
2.163050429E2,-1.350000054E-1,-4.399999976E-2,6.309999824E-1
2.163100297E2,-3.880000114E-1,9.000000358E-2,5.429999828E-1
2.163150167E2,-6.090000272E-1,2.160000056E-1,4.079999924E-1
2.163200035E2,-7.490000129E-1,2.930000126E-1,2.070000023E-1
2.163249903E2,-8.249999881E-1,3.510000110E-1,-6.700000167E-2
2.163299771E2,-8.709999919E-1,4.040000141E-1,-3.389999866E-1
2.163349639E2,-8.920000196E-1,4.410000145E-1,-5.490000248E-1
2.163399509E2,-9.049999714E-1,4.620000124E-1,-7.340000272E-1
2.163449377E2,-9.020000100E-1,4.830000103E-1,-8.970000148E-1
2.163499245E2,-8.840000033E-1,4.930000007E-1,-1.067999959E0
2.163549115E2,-8.450000286E-1,5.210000277E-1,-1.233999968E0
2.163598982E2,-7.829999924E-1,5.049999952E-1,-1.356999993E0
2.163648850E2,-7.340000272E-1,5.170000196E-1,-1.463999987E0
2.163698719E2,-6.290000081E-1,5.529999733E-1,-1.601999998E0
2.163748586E2,-5.220000148E-1,5.630000234E-1,-1.638000011E0
2.163798456E2,-4.020000100E-1,5.370000005E-1,-1.636000037E0
2.163848325E2,-3.079999983E-1,5.059999824E-1,-1.610999942E0
2.163898193E2,-2.389999926E-1,4.720000029E-1,-1.519000053E0
2.163948060E2,-1.759999990E-1,4.250000119E-1,-1.348999977E0
2.163997930E2,-1.080000028E-1,3.860000074E-1,-1.157999992E0
2.164047798E2,-3.299999982E-2,3.070000112E-1,-9.829999804E-1
2.164097666E2,2.700000070E-2,2.220000029E-1,-8.379999995E-1
2.164147534E2,9.799999744E-2,1.239999980E-1,-7.089999914E-1
2.164197404E2,2.010000050E-1,3.799999878E-2,-5.709999800E-1
2.164247271E2,3.079999983E-1,-4.399999976E-2,-4.510000050E-1
2.164297140E2,4.000000060E-1,-9.600000083E-2,-3.639999926E-1
2.164347007E2,4.769999981E-1,-1.319999993E-1,-2.610000074E-1
2.164396877E2,5.419999957E-1,-1.979999989E-1,-1.449999958E-1
2.164446745E2,5.659999847E-1,-2.649999857E-1,-5.499999970E-2
2.164496613E2,5.690000057E-1,-2.790000141E-1,-2.999999933E-2
2.164546481E2,5.649999976E-1,-2.649999857E-1,-1.300000027E-2
2.164596349E2,5.550000072E-1,-2.730000019E-1,6.700000167E-2
2.164646219E2,5.299999714E-1,-2.759999931E-1,1.819999963E-1
2.164696088E2,4.620000124E-1,-2.730000019E-1,2.890000045E-1
2.164745955E2,4.120000005E-1,-2.430000007E-1,3.289999962E-1
2.164795825E2,3.750000000E-1,-2.039999962E-1,3.089999855E-1
2.164845693E2,3.149999976E-1,-1.360000074E-1,3.009999990E-1
2.164895561E2,2.450000048E-1,-9.700000286E-2,2.500000000E-1
2.164945429E2,1.940000057E-1,-5.299999937E-2,1.940000057E-1
2.164995297E2,1.679999977E-1,-8.000000380E-3,1.589999944E-1
2.165045167E2,1.860000044E-1,2.600000054E-2,9.799999744E-2
2.165095035E2,2.560000122E-1,6.100000069E-2,2.000000095E-3
2.165144903E2,3.680000007E-1,1.000000015E-1,-1.720000058E-1
2.165194770E2,4.720000029E-1,1.350000054E-1,-3.560000062E-1
2.165244640E2,5.479999781E-1,1.620000005E-1,-4.679999948E-1
2.165294508E2,5.860000253E-1,1.850000024E-1,-5.870000124E-1
2.165344376E2,6.010000110E-1,2.070000023E-1,-6.230000257E-1
2.165394244E2,6.159999967E-1,2.269999981E-1,-6.340000033E-1
2.165444112E2,6.209999919E-1,2.389999926E-1,-5.839999914E-1
2.165493979E2,6.019999981E-1,2.469999939E-1,-4.939999878E-1
2.165543849E2,5.830000043E-1,2.070000023E-1,-3.359999955E-1
2.165593718E2,5.070000291E-1,1.809999943E-1,-1.550000012E-1
2.165643586E2,4.609999955E-1,1.710000038E-1,-1.899999939E-2
2.165693456E2,4.469999969E-1,1.459999979E-1,1.120000035E-1
2.165743323E2,4.090000093E-1,1.289999932E-1,2.469999939E-1
2.165793192E2,4.350000024E-1,1.120000035E-1,3.449999988E-1
2.165843059E2,4.399999976E-1,7.400000095E-2,4.920000136E-1
2.165892927E2,4.029999971E-1,1.700000092E-2,7.139999866E-1
2.165942797E2,3.860000074E-1,-6.000000052E-3,8.709999919E-1
2.165992665E2,3.409999907E-1,-6.800000370E-2,9.419999719E-1
2.166042533E2,2.669999897E-1,-8.900000155E-2,9.589999914E-1
2.166092404E2,1.599999964E-1,-9.799999744E-2,9.259999990E-1
2.166142271E2,6.499999762E-2,-7.400000095E-2,8.249999881E-1
2.166192139E2,4.000000190E-3,-2.099999972E-2,7.379999757E-1
2.166242008E2,-7.500000298E-2,3.400000185E-2,6.100000143E-1
2.166291875E2,-1.459999979E-1,8.299999684E-2,5.070000291E-1
2.166341745E2,-2.579999864E-1,1.250000000E-1,4.569999874E-1
2.166391613E2,-3.869999945E-1,1.519999951E-1,4.250000119E-1
2.166441480E2,-4.550000131E-1,1.770000011E-1,3.919999897E-1
2.166491349E2,-5.130000114E-1,1.659999937E-1,4.050000012E-1
2.166541219E2,-5.870000124E-1,1.199999973E-1,4.850000143E-1
2.166591087E2,-6.930000186E-1,8.399999887E-2,5.680000186E-1
2.166640955E2,-7.329999804E-1,3.799999878E-2,6.090000272E-1
2.166690823E2,-7.179999948E-1,-1.999999955E-2,6.600000262E-1
2.166740690E2,-6.449999809E-1,-6.400000304E-2,6.409999728E-1
2.166790560E2,-4.930000007E-1,-6.400000304E-2,5.950000286E-1
2.166840428E2,-3.370000124E-1,-2.700000070E-2,4.639999866E-1
2.166890296E2,-1.220000014E-1,7.000000030E-2,2.790000141E-1
2.166940164E2,8.299999684E-2,1.500000060E-1,1.260000020E-1
2.166990034E2,2.409999967E-1,2.099999934E-1,5.999999866E-2
2.167039902E2,3.440000117E-1,2.140000015E-1,4.000000190E-3
2.167089771E2,4.589999914E-1,1.689999998E-1,-2.300000004E-2
2.167139638E2,5.780000091E-1,1.099999994E-1,6.499999762E-2
2.167189508E2,6.790000200E-1,6.300000101E-2,1.879999936E-1
2.167239376E2,7.360000014E-1,2.199999988E-2,3.070000112E-1
2.167289244E2,7.540000081E-1,1.300000027E-2,4.620000124E-1
2.167339112E2,7.289999723E-1,8.999999613E-3,6.209999919E-1
2.167388980E2,6.769999862E-1,2.199999988E-2,7.680000067E-1
2.167438850E2,6.409999728E-1,1.799999923E-2,8.709999919E-1
2.167488718E2,5.780000091E-1,2.700000070E-2,9.150000215E-1
2.167538586E2,4.659999907E-1,5.200000107E-2,9.139999747E-1
2.167588456E2,3.249999881E-1,1.169999987E-1,8.980000019E-1
2.167638324E2,1.120000035E-1,1.700000018E-1,9.919999838E-1
2.167688191E2,-1.430000067E-1,1.990000010E-1,1.146000028E0
2.167738059E2,-2.960000038E-1,2.380000055E-1,1.189000010E0
2.167787927E2,-3.709999919E-1,2.610000074E-1,1.090999961E0
2.167837795E2,-3.409999907E-1,2.700000107E-1,8.590000272E-1
2.167887665E2,-2.399999946E-1,2.389999926E-1,6.100000143E-1
2.167937533E2,-1.400000006E-1,1.780000031E-1,3.659999967E-1
2.167987401E2,8.000000380E-3,1.110000014E-1,1.679999977E-1
2.168037269E2,1.819999963E-1,3.700000048E-2,1.600000076E-2
2.168087139E2,3.639999926E-1,-6.100000069E-2,-9.000000358E-2
2.168137006E2,4.979999959E-1,-1.909999996E-1,-1.330000013E-1
2.168186875E2,5.669999719E-1,-3.089999855E-1,-3.900000080E-2
2.168236742E2,5.199999809E-1,-4.560000002E-1,6.300000101E-2
2.168286613E2,4.350000024E-1,-6.200000048E-1,1.410000026E-1
2.168336481E2,3.120000064E-1,-7.580000162E-1,2.890000045E-1
2.168386348E2,1.459999979E-1,-8.960000277E-1,5.120000243E-1
2.168436217E2,-6.400000304E-2,-9.689999819E-1,6.489999890E-1
2.168486085E2,-1.430000067E-1,-9.710000157E-1,6.719999909E-1
2.168535954E2,-2.829999924E-1,-9.330000281E-1,6.779999733E-1
2.168585822E2,-4.469999969E-1,-9.129999876E-1,6.000000238E-1
2.168635691E2,-5.329999924E-1,-8.569999933E-1,4.029999971E-1
2.168685558E2,-5.879999995E-1,-7.540000081E-1,3.099999949E-2
2.168735428E2,-5.749999881E-1,-5.730000138E-1,-4.070000052E-1
2.168785296E2,-5.329999924E-1,-3.470000029E-1,-9.290000200E-1
2.168835165E2,-4.799999893E-1,-1.110000014E-1,-1.453999996E0
2.168885032E2,-4.199999869E-1,8.900000155E-2,-1.870000005E0
2.168934902E2,-3.740000129E-1,2.370000035E-1,-2.178999901E0
2.168984770E2,-3.420000076E-1,3.700000048E-1,-2.381000042E0
2.169034638E2,-3.230000138E-1,4.160000086E-1,-2.427999973E0
2.169084506E2,-3.370000124E-1,4.210000038E-1,-2.272000074E0
2.169134376E2,-3.499999940E-1,3.729999959E-1,-2.000999928E0
2.169184244E2,-3.869999945E-1,3.000000119E-1,-1.784999967E0
2.169234112E2,-4.339999855E-1,2.380000055E-1,-1.539000034E0
2.169283980E2,-4.720000029E-1,1.850000024E-1,-1.332000017E0
2.169333848E2,-5.070000291E-1,1.420000046E-1,-1.093000054E0
2.169383718E2,-5.400000215E-1,1.099999994E-1,-7.779999971E-1
2.169433585E2,-5.720000267E-1,6.300000101E-2,-4.480000138E-1
2.169483454E2,-5.780000091E-1,3.900000080E-2,-1.400000006E-1
2.169533322E2,-6.060000062E-1,-9.999999776E-3,1.000000015E-1
2.169583189E2,-6.340000033E-1,-5.799999833E-2,2.619999945E-1
2.169633059E2,-6.349999905E-1,-1.019999981E-1,3.370000124E-1
2.169682927E2,-5.910000205E-1,-1.250000000E-1,3.659999967E-1
2.169732795E2,-5.149999857E-1,-1.389999986E-1,3.400000036E-1
2.169782665E2,-4.079999924E-1,-1.570000052E-1,2.870000005E-1
2.169832533E2,-2.989999950E-1,-1.920000017E-1,2.409999967E-1
2.169882401E2,-1.909999996E-1,-2.109999955E-1,1.589999944E-1
2.169932269E2,-1.049999967E-1,-2.339999974E-1,1.400000043E-2
2.169982137E2,-1.099999994E-2,-2.220000029E-1,-1.640000045E-1
2.170032005E2,6.899999827E-2,-1.729999930E-1,-3.359999955E-1
2.170081875E2,1.350000054E-1,-1.040000021E-1,-5.080000162E-1
2.170131742E2,1.870000064E-1,-5.299999937E-2,-6.650000215E-1
2.170181610E2,2.090000063E-1,7.000000216E-3,-8.190000057E-1
2.170231478E2,2.049999982E-1,3.799999878E-2,-9.689999819E-1
2.170281346E2,1.909999996E-1,7.199999690E-2,-1.060999990E0
2.170331216E2,1.739999950E-1,9.799999744E-2,-1.106999993E0
2.170381084E2,2.060000002E-1,1.379999965E-1,-1.100000024E0
2.170430952E2,2.509999871E-1,1.270000041E-1,-9.819999933E-1
2.170480822E2,2.000000030E-1,6.199999899E-2,-7.760000229E-1
2.170530690E2,1.659999937E-1,1.010000035E-1,-6.660000086E-1
2.170580557E2,2.109999955E-1,1.360000074E-1,-5.210000277E-1
2.170630425E2,2.280000001E-1,1.239999980E-1,-3.729999959E-1
2.170680293E2,1.790000051E-1,9.499999881E-2,-2.910000086E-1
2.170730163E2,1.030000001E-1,4.399999976E-2,-2.269999981E-1
2.170780031E2,2.600000054E-2,8.000000380E-3,-1.770000011E-1
2.170829899E2,-7.000000216E-3,4.699999839E-2,-2.339999974E-1
2.170879767E2,0.000000000E0,1.159999967E-1,-2.980000079E-1
2.170929634E2,1.099999994E-2,1.420000046E-1,-2.630000114E-1
2.170979504E2,8.999999613E-3,1.669999957E-1,-2.099999934E-1
2.171029372E2,-1.300000027E-2,1.679999977E-1,-1.299999952E-1
2.171079241E2,-1.000000015E-1,1.770000011E-1,-2.300000004E-2
2.171129110E2,-1.800000072E-1,1.739999950E-1,7.999999821E-2
